,Actual,Prophet Forecast
0,332.638671875,303.9877468028686
1,330.0804138183594,304.0355383070054
2,327.16204833984375,304.1537257105016
3,325.6347351074219,304.1952736744367
4,320.0511169433594,304.3031861920711
5,307.7650451660156,304.36083589875307
6,305.33306884765625,304.4570924489006
7,305.48870849609375,304.6391994709994
8,305.71240234375,304.9547114356649
9,306.40313720703125,305.17649191616266
10,309.603515625,305.3563041191782
11,296.50030517578125,305.5809858439172
12,301.7532958984375,305.895649034593
13,294.4088439941406,306.9609901599664
14,295.0703125,307.2618272887765
15,293.3874816894531,307.59936875562414
16,287.9691467285156,308.0171465017757
17,288.2998352050781,308.97178381493876
18,280.6344299316406,309.37398373209385
19,288.630615234375,309.71378913402214
20,291.6753845214844,310.0761772972682
21,299.8661193847656,310.5048386372326
22,302.5120544433594,311.4132178610509
23,300.3525085449219,311.77624606877697
24,304.92449951171875,312.06664399835716
25,293.0469665527344,312.37052746813816
26,297.6092529296875,312.73278360767307
27,292.7551574707031,313.40673534625734
28,296.266845703125,313.68382407111596
29,302.73577880859375,313.88620676670627
30,294.1462097167969,314.1009631071773
31,287.0060729980469,314.37383771149337
32,286.9672546386719,314.78495650374265
33,292.2882385253906,314.97789973237474
34,291.9470520019531,315.09844170519256
35,283.3982238769531,315.2338605153304
36,280.6688232421875,315.43002203399516
37,280.4641418457031,315.75417894797084
38,273.2019958496094,315.8114875679686
39,287.1608581542969,315.8864070676203
40,289.8122863769531,316.0248848994741
41,291.2549743652344,316.0675971976869
42,287.5118103027344,316.1502627802858
43,292.6197204589844,316.16743427795353
44,288.4573669433594,316.2069153591551
45,282.5502014160156,316.3152004236024
46,271.8763427734375,316.3048677404732
47,268.89349365234375,316.3844628683281
48,281.22442626953125,316.40689243706777
49,278.38787841796875,316.46051393471924
50,273.0069885253906,316.5923058874256
51,269.4685974121094,316.71206750372784
52,279.9085388183594,316.8553971361197
53,286.9659423828125,316.9516448449783
54,287.77496337890625,317.08887136012584
55,292.8536376953125,317.31359330139867
56,291.6156311035156,317.76101892356786
57,296.39202880859375,318.0267280938506
58,291.93731689453125,318.2500208708252
59,296.43109130859375,318.51763577926226
60,296.0216369628906,318.8746797127263
61,302.8646545410156,319.71577165013207
62,307.455810546875,320.1065506344666
63,305.94488525390625,320.4493622757356
64,300.5348815917969,320.829546784717
65,301.61688232421875,321.29090561682114
66,307.0269470214844,322.3842111554591
67,303.0400695800781,322.8358277002488
68,291.9470520019531,323.22678583902587
69,293.7699279785156,323.64205284049456
70,289.4808654785156,324.12524408646357
71,278.0662536621094,325.20544523787675
72,274.94683837890625,325.6276655007441
73,280.3666687011719,325.9776976766616
74,272.7731018066406,326.34130820229524
75,273.4457092285156,327.61036109435355
76,278.1051940917969,327.9425892258186
77,279.13836669921875,328.1984108947794
78,273.72833251953125,328.464778182171
79,267.119384765625,328.7873850740358
80,273.640625,329.33719456065074
81,263.4054260253906,329.57356132274333
82,276.07763671875,329.7366869134988
83,282.3258972167969,329.91430685339077
84,270.5213928222656,330.15281242877603
85,277.29608154296875,330.48386471083654
86,274.67388916015625,330.6599614577133
87,282.6671447753906,330.7696741639341
88,270.3556213378906,330.9009462502561
89,267.80169677734375,331.1003091769345
90,257.9077453613281,331.3576526553197
91,262.7035827636719,331.52364208455344
92,253.97927856445312,331.6302997953009
93,248.91046142578125,331.7653940651213
94,254.53492736816406,331.9752388777174
95,254.90538024902344,332.30119913312
96,260.09124755859375,332.5013216830585
97,248.24935913085938,332.64707879545745
98,247.33090209960938,332.82578125305474
99,246.7642059326172,333.08324722012463
100,254.6685791015625,333.57065334933327
101,253.66220092773438,333.8287956708854
102,256.4956359863281,334.0336167584833
103,259.798095703125,334.27176743128604
104,266.96966552734375,334.58839991632846
105,265.63104248046875,335.5548118607493
106,266.16845703125,335.807887115867
107,268.2789001464844,336.090461356307
108,263.823486328125,336.44727519693834
109,262.58270263671875,337.19618040160793
110,266.2466735839844,337.5267627595053
111,264.2046203613281,337.7957420369428
112,258.71356201171875,338.0894598498589
113,247.18434143066406,338.45293518811104
114,236.7005615234375,339.19918605802354
115,238.87939453125,339.5231814749184
116,245.98255920410156,339.7838137954935
117,239.348388671875,340.06814765049563
118,241.96688842773438,340.4219450055982
119,247.91714477539062,341.4649514235994
120,247.3211212158203,341.7248408998464
121,252.91964721679688,342.0118646538024
122,261.5567932128906,342.3721005631639
123,258.8113098144531,343.137811034501
124,250.59426879882812,343.4799221672672
125,254.2875518798828,343.76489873289677
126,250.93624877929688,344.07969710276654
127,253.62307739257812,344.4697218532498
128,256.81805419921875,345.69963980151624
129,260.1009826660156,346.01093836404743
130,262.2406921386719,346.348290455109
131,261.51763916015625,346.7560799197225
132,258.4399719238281,347.63028371963924
133,247.84872436523438,347.99147692262113
134,246.9205322265625,348.2843949222548
135,248.24935913085938,348.5946850257865
136,250.8287353515625,348.96667331597655
137,248.41542053222656,349.6836282880729
138,253.57423400878906,349.9777151751414
139,256.2513732910156,350.19765203125297
140,258.762451171875,350.4302432790101
141,254.38519287109375,350.72112578959934
142,252.8903045654297,351.1891277142439
143,246.11935424804688,351.4036166583123
144,262.57293701171875,351.5483158766262
145,270.06689453125,351.7115687311047
146,274.2975158691406,351.94045516770865
147,271.6302185058594,352.27874215166696
148,268.51336669921875,352.4718569662278
149,275.98779296875,352.60708876314186
150,277.1407165527344,352.77297591402623
151,276.41778564453125,353.0165163410057
152,273.88714599609375,353.46588223878865
153,275.82171630859375,353.71539066104907
154,282.5242614746094,353.91458752812525
155,280.433349609375,354.1504313028601
156,285.2112121582031,354.4681775259707
157,286.73541259765625,355.1466372021468
158,285.99285888671875,355.4681054944061
159,285.23895263671875,355.7338268648759
160,284.1129150390625,356.0289456982555
161,280.1767883300781,356.3970488269053
162,271.9521789550781,357.159374373161
163,270.6695251464844,357.4830536840308
164,270.0330810546875,357.7371395253582
165,273.02923583984375,358.00664253384053
166,262.49383544921875,358.3353248165659
167,259.6935729980469,358.9028129789025
168,257.480712890625,359.1394962721421
169,256.0119934082031,359.29790665854574
170,254.96435546875,359.4647590425985
171,250.71493530273438,359.6856634785419
172,247.96360778808594,360.04696477004376
173,252.70254516601562,360.10159490645225
174,253.1235809326172,360.17114175929277
175,258.9395751953125,360.3028242069434
176,261.0838623046875,360.329768726761
177,246.72988891601562,360.412891918696
178,246.95509338378906,360.435189917175
179,240.2578887939453,360.485298029458
180,239.63124084472656,360.61032195637625
181,239.41583251953125,360.68919218264523
182,237.38900756835938,360.81093763940754
183,233.96209716796875,360.8807590943331
184,235.94969177246094,360.98605233803363
185,232.95358276367188,361.1726116186974
186,232.493408203125,361.46080456893674
187,231.47512817382812,361.65627197795965
188,236.03785705566406,361.79984809787624
189,232.54234313964844,361.97794822251
190,228.03836059570312,362.2355412572456
191,235.71473693847656,362.7205607541407
192,243.68479919433594,362.97524552910266
193,243.99810791015625,363.17480682351766
194,241.63844299316406,363.40588384285303
195,229.35043334960938,363.71380811148737
196,224.46458435058594,364.33911932697964
197,220.70472717285156,364.63903190718815
198,221.03762817382812,364.88410920746327
199,229.35043334960938,365.1615792115097
200,223.78895568847656,365.5172875568235
201,232.57176208496094,366.2977349002557
202,233.52149963378906,366.6537074980256
203,231.54364013671875,366.95680997159843
204,231.2205352783203,367.29387601215075
205,237.06590270996094,367.71017731503036
206,242.08883666992188,368.6701662785063
207,245.42767333984375,369.08180195172383
208,226.49134826660156,369.4364957875873
209,222.0167694091797,369.81980338254726
210,230.94635009765625,370.27570844253086
211,227.2844696044922,371.30247032390247
212,223.4071044921875,371.715441993706
213,215.50558471679688,372.0595998630296
214,209.77767944335938,372.4199480291058
215,216.76864624023438,372.84015361657134
216,223.11338806152344,373.6841080838222
217,224.09251403808594,374.0125122651154
218,219.82354736328125,374.2617669005219
219,237.907958984375,374.51814853801767
220,241.95175170898438,374.8268246740723
221,236.50782775878906,375.3085809083743
222,236.91908264160156,375.513623703589
223,237.35108947753906,375.64166164132763
224,237.30197143554688,375.78104921183177
225,236.85031127929688,375.97896427093644
226,237.66529846191406,376.1839141406579
227,240.59129333496094,376.32022123706736
228,243.09510803222656,376.39318273005483
229,243.00672912597656,376.6637619409341
230,237.38052368164062,376.8776885376725
231,235.97645568847656,377.0438613258254
232,250.51815795898438,377.15828048053334
233,250.07630920410156,377.3084678223747
234,250.4003143310547,377.5402115795724
235,245.66761779785156,377.9633155895812
236,240.67965698242188,378.20189185091624
237,239.9432373046875,378.38637902917645
238,242.91836547851562,378.6021704152684
239,240.97422790527344,378.89305145534195
240,247.93577575683594,379.43764777594293
241,252.2659149169922,379.69364006412735
242,252.56048583984375,379.88253249430846
243,244.49920654296875,380.0893371033406
244,240.25746154785156,380.3578102592658
245,236.09425354003906,380.75961992650133
246,237.4197998046875,380.9461451770273
247,240.00216674804688,381.05704072125957
248,233.8751983642578,381.17914036046096
249,234.40542602539062,381.35821567266646
250,232.66749572753906,381.58630307803463
251,230.281494140625,381.6177847812413
252,236.6441192626953,381.66904995193886
253,235.4756622314453,381.78778332905694
254,235.24002075195312,381.9093693832321
255,224.9498748779297,381.95289348309535
256,218.2828826904297,382.0325139944367
257,220.85540771484375,382.1957437025506
258,223.00570678710938,382.44447571754966
259,224.7043914794922,382.6418610297148
260,231.49905395507812,382.7968780939305
261,234.18939208984375,382.99677302881696
262,234.89634704589844,383.28705899067734
263,235.99607849121094,384.26631492845377
264,231.53831481933594,384.55004838816296
265,227.7285919189453,384.8727392389557
266,235.86843872070312,385.2780824464784
267,238.18568420410156,386.210809255522
268,237.6554412841797,386.61089525353526
269,236.25135803222656,386.9510979310781
270,243.5075225830078,387.3162838365515
271,243.66461181640625,387.74999858599244
272,238.31332397460938,388.6852280346926
273,243.3209686279297,389.06039760008196
274,248.17144775390625,389.3641555364856
275,259.8067626953125,389.6823891476629
276,253.67002868652344,390.0597630442926
277,252.1186065673828,390.78163226950846
278,262.7131652832031,391.0749535271225
279,261.8982238769531,391.29345283545223
280,258.8444519042969,391.5240958798088
281,258.3340148925781,391.81253590064887
282,266.40509033203125,392.2678242761577
283,267.23968505859375,392.47453935769437
284,265.1036071777344,392.60835846604294
285,258.0458679199219,392.756562634521
286,254.01992797851562,392.9650252198672
287,248.71429443359375,393.33365279920855
288,247.5724639892578,393.4008681604503
289,250.78143310546875,393.4851626077392
290,245.3183135986328,393.6324367179338
291,246.2436065673828,393.6973811433157
292,245.51519775390625,393.7857765180798
293,242.4145050048828,393.80766170357026
294,247.17872619628906,393.8507232725298
295,251.2932586669922,393.96133508201706
296,252.84854125976562,393.9492813638205
297,250.17111206054688,394.0250461884833
298,249.72817993164062,394.04187146860204
299,248.3697967529297,394.08805479857693
300,244.6981658935547,394.210537970027
301,249.94473266601562,394.2911855182763
302,256.7071838378906,394.41790725745454
303,261.28436279296875,394.49591876024874
304,271.8759460449219,394.61342075683615
305,275.05535888671875,394.8170990417391
306,267.96807861328125,395.1955599746346
307,269.4938049316406,395.4371376396781
308,268.02716064453125,395.6361680303659
309,273.31304931640625,395.87966876132197
310,276.1775207519531,396.2130287398427
311,272.0531005859375,396.98840794992
312,270.9211120605469,397.35992630399363
313,276.1184387207031,397.6851872021217
314,279.6029968261719,398.04972872561086
315,283.7864074707031,398.4975220382469
316,282.7333068847656,399.5638191576322
317,282.68402099609375,400.0112347424653
318,279.8884582519531,400.4004260162683
319,287.0347900390625,400.8163290316852
320,284.85943603515625,402.4045836860391
321,278.4021301269531,402.83793513086374
322,279.0517883300781,403.2007222265557
323,285.3023376464844,403.5785116687825
324,281.6603088378906,404.0156228633347
325,284.27862548828125,404.91424679093853
326,283.8553771972656,405.2645503375722
327,283.93414306640625,405.53858599302305
328,281.6307678222656,405.8231079144369
329,281.2862548828125,406.1636237689624
330,277.35870361328125,406.76403031677944
331,271.108154296875,407.01574392785295
332,290.74578857421875,407.193259148661
333,300.0577087402344,407.3842169057139
334,302.4496765136719,407.63492946181964
335,300.7762756347656,407.99524615792075
336,300.6286315917969,408.17852179738026
337,299.63446044921875,408.2940936114883
338,300.6286315917969,408.42990195606654
339,305.78656005859375,408.63248469897593
340,303.8179016113281,408.8917806832084
341,302.1937255859375,409.0559548473967
342,307.4205322265625,409.15963402487984
343,305.2550048828125,409.2906390238203
344,304.13287353515625,409.49534341586786
345,304.61517333984375,409.80027809594685
346,306.8594970703125,409.9917939155027
347,309.75982666015625,410.1282977400243
348,314.21875,410.29720194045217
349,314.0412292480469,410.5444323298248
350,316.84283447265625,410.99965805795824
351,311.0027770996094,411.24698244808366
352,309.61187744140625,411.44114336301175
353,321.51885986328125,411.6689119387847
354,328.3947448730469,411.9755568311092
355,326.7374572753906,412.9080342670351
356,323.95550537109375,413.15455257524513
357,328.08892822265625,413.4314601641814
358,330.8708190917969,413.7835277966829
359,331.4035339355469,414.52372833596354
360,329.1740417480469,414.8531577112628
361,319.0131530761719,415.12176104189814
362,320.8677978515625,415.41579394906466
363,322.3771057128906,415.78017323757234
364,327.3687744140625,416.5314554807219
365,329.77581787109375,416.8574538182113
366,332.7846374511719,417.12001902189184
367,343.39935302734375,417.40607840013666
368,337.707275390625,417.761263770212
369,333.4850769042969,418.80431040691695
370,329.0556640625,419.06246267825645
371,335.1226501464844,419.34698441903896
372,330.4959411621094,419.70396706947616
373,324.1627197265625,420.4559670517943
374,330.05206298828125,420.79251246091036
375,331.31475830078125,421.0716480472053
376,330.52557373046875,421.3804950374157
377,335.94146728515625,421.76463858834256
378,333.4258728027344,422.60812786012934
379,333.5837097167969,423.28431935490596
380,336.66156005859375,423.6202666683488
381,332.666259765625,424.0280034135639
382,327.3489990234375,424.9112125463318
383,327.98040771484375,425.27864571342144
384,332.64654541015625,425.57942113516344
385,338.0328063964844,425.899125506078
386,340.5779113769531,426.2819840497935
387,341.0613708496094,427.038703072263
388,354.635498046875,427.34772985743143
389,350.28509521484375,427.58302820685253
390,342.1859436035156,427.83111820615653
391,339.1278076171875,428.13734000106354
392,340.44970703125,428.64739857728
393,346.2404479980469,428.8736237583046
394,333.2088317871094,429.02848206240293
395,326.2540588378906,429.20009718107474
396,333.80072021484375,429.4353660793367
397,331.3838806152344,429.7797467648462
398,331.79815673828125,429.97039368116197
399,323.0775146484375,430.1009632349445
400,322.2489318847656,430.2601053253391
401,323.3537292480469,430.4949798462496
402,325.6522521972656,430.90912771261566
403,321.64703369140625,431.1447852334765
404,317.878662109375,431.32963107244456
405,318.5691833496094,431.55098633987353
406,316.6751708984375,431.85447723347113
407,319.6641845703125,432.49521452562874
408,317.513671875,432.8069239014118
409,316.7425842285156,433.0647920551055
410,313.2627868652344,433.35420548475173
411,312.86737060546875,433.718946631522
412,318.2057189941406,434.48641357356036
413,318.779052734375,434.8169896775933
414,323.2672424316406,435.0804736093973
415,316.3175048828125,435.36173773566304
416,319.2931213378906,435.7043537616081
417,320.0049133300781,436.3240959635716
418,324.6611328125,436.58063837909725
419,325.03680419921875,436.7595417253705
420,324.01861572265625,436.94714700504926
421,324.9082946777344,437.18868784617933
422,329.74249267578125,437.6242282833636
423,329.0801696777344,437.69376254287863
424,326.14404296875,437.77623997691194
425,330.4542541503906,437.918698869832
426,334.0823669433594,437.9639802382336
427,327.9827880859375,438.0484473732619
428,332.2237854003906,438.0697756069826
429,334.83367919921875,438.11671056599374
430,326.45050048828125,438.2365078497315
431,325.3037109375,438.2893507178821
432,324.8984069824219,438.3997413949238
433,317.1083679199219,438.4572849844797
434,315.88250732421875,438.5496306528076
435,313.3913269042969,438.7228184472258
436,313.9152526855469,438.9705646914215
437,308.5768737792969,439.1530563953586
438,309.2194519042969,439.2841443427214
439,310.0597839355469,439.45033404974333
440,312.1456604003906,439.696649423269
441,318.1265869140625,440.15167046600243
442,309.8125915527344,440.3974918244315
443,315.31903076171875,440.5886219665937
444,315.71441650390625,440.8115897939691
445,323.5242919921875,441.1116051723784
446,326.0550537109375,441.713135362442
447,324.6413879394531,442.0047149013698
448,328.6253967285156,442.2410985724233
449,327.3797912597656,442.5094529178261
450,323.98895263671875,442.85559040331344
451,328.8428649902344,443.60474659008355
452,328.26947021484375,443.94965141196457
453,326.34173583984375,444.24156352390304
454,327.5379333496094,444.567481611227
455,322.9410095214844,444.9728692985765
456,325.56072998046875,445.903741782997
457,326.7569885253906,446.3076766353591
458,336.78125,446.65607476139974
459,324.1471252441406,447.03472074430493
460,326.0451965332031,447.48780845246245
461,333.4595642089844,448.51885734765403
462,334.25042724609375,448.93787665876005
463,342.1195373535156,449.290467440768
464,344.3438720703125,449.66160580427965
465,348.7727355957031,450.094879192636
466,352.4601745605469,450.99013819897635
467,356.4145202636719,451.33891581844426
468,359.05401611328125,451.6096929054803
469,356.57269287109375,451.888402132597
470,365.4501953125,452.2198426084891
471,362.4942932128906,452.76863817645676
472,366.0433349609375,452.99431817829594
473,366.19189453125,453.1415255705966
474,372.6307678222656,453.2982855724311
475,366.3702087402344,453.5114843659312
476,373.8887634277344,453.7475496032788
477,369.5599365234375,453.88885881766953
478,374.2949523925781,453.9640604791826
479,373.8788757324219,454.23109163475215
480,375.0478210449219,454.4221817340312
481,379.09930419921875,454.5771318299156
482,375.2855224609375,454.6790934080247
483,375.344970703125,454.81597764165963
484,370.98638916015625,455.0339805151883
485,365.6669006347656,455.4173760059986
486,369.01507568359375,455.6445502289701
487,365.330078125,455.8191568544449
488,367.4598693847656,456.0268962854396
489,370.7090148925781,456.31181275573033
490,367.8065490722656,456.8527745414367
491,370.8575744628906,457.11257293991457
492,370.8476867675781,457.3077483011298
493,362.487060546875,457.5231950176006
494,367.241943359375,457.80248929529887
495,369.14385986328125,458.24719737112036
496,369.74810791015625,458.45038760006304
497,367.1329650878906,458.57848610973167
498,370.0255126953125,458.7179061733502
499,371.0556640625,458.91399033485845
500,371.13494873046875,459.1986899715403
501,370.5505065917969,459.2395968263347
502,371.7491149902344,459.2977782321418
503,372.5019836425781,459.42069624121666
504,367.380615234375,459.52935079313073
505,367.1131286621094,459.56218896648437
506,364.4781799316406,459.62834779267763
507,364.2899475097656,459.7755456894715
508,371.1646728515625,459.9635527711292
509,372.25433349609375,460.13761378432065
510,379.16864013671875,460.2683994796481
511,381.0111389160156,460.443560899998
512,384.8150329589844,460.70901994765234
513,386.5980529785156,461.5958625713539
514,385.80560302734375,461.85997745245425
515,390.1642150878906,462.16503245995835
516,394.9190673828125,462.5549446151903
517,392.7793884277344,463.4561139589556
518,395.1468505859375,463.4561139589556
519,398.7724609375,463.4561139589556
520,401.0606994628906,463.4561139589556
521,400.1295471191406,463.4561139589556
522,405.8650817871094,463.4561139589556
523,404.7457275390625,463.4561139589556
524,393.8393249511719,463.4561139589556
525,399.9809265136719,463.4561139589556
526,407.3509521484375,463.4561139589556
527,401.8334045410156,463.4561139589556
528,401.67486572265625,463.4561139589556
529,410.15435791015625,463.4561139589556
530,410.2137756347656,463.4561139589556
531,416.59320068359375,463.4561139589556
532,411.35296630859375,463.4561139589556
533,402.4970703125,463.4561139589556
534,406.3873596191406,463.4561139589556
535,403.4795837402344,463.4561139589556
536,400.99853515625,463.4561139589556
537,399.7381591796875,463.4561139589556
538,399.13275146484375,463.4561139589556
539,408.5309753417969,463.4561139589556
540,407.2309265136719,463.4561139589556
541,404.4521789550781,463.4561139589556
542,404.39263916015625,463.4561139589556
543,404.6307678222656,463.4561139589556
544,410.5059509277344,463.4561139589556
545,412.3518371582031,463.4561139589556
546,411.7762756347656,463.4561139589556
547,399.59918212890625,463.4561139589556
548,399.04345703125,463.4561139589556
549,406.0400695800781,463.4561139589556
550,403.14215087890625,463.4561139589556
551,401.4550476074219,463.4561139589556
552,412.13348388671875,463.4561139589556
553,411.95489501953125,463.4561139589556
554,421.9981689453125,463.4561139589556
555,413.2648620605469,463.4561139589556
556,414.15802001953125,463.4561139589556
557,418.217041015625,463.4561139589556
558,422.00811767578125,463.4561139589556
559,426.11676025390625,463.4561139589556
560,425.4915466308594,463.4561139589556
561,419.65606689453125,463.4561139589556
562,418.4552307128906,463.4561139589556
563,418.2369079589844,463.4561139589556
564,417.53228759765625,463.4561139589556
565,421.3531188964844,463.4561139589556
566,418.246826171875,463.4561139589556
567,417.26434326171875,463.4561139589556
568,414.71380615234375,463.4561139589556
569,422.2959289550781,463.4561139589556
570,421.3729553222656,463.4561139589556
571,423.0501708984375,463.4561139589556
572,420.05303955078125,463.4561139589556
573,424.6876525878906,463.4561139589556
574,418.7033386230469,463.4561139589556
575,410.5059509277344,463.4561139589556
576,411.4388122558594,463.4561139589556
577,408.7195739746094,463.4561139589556
578,401.2069396972656,463.4561139589556
579,396.095947265625,463.4561139589556
580,397.9219665527344,463.4561139589556
581,404.48193359375,463.4561139589556
582,405.96063232421875,463.4561139589556
583,396.0165710449219,463.4561139589556
584,403.24139404296875,463.4561139589556
585,399.2022399902344,463.4561139589556
586,386.3800964355469,463.4561139589556
587,391.9476318359375,463.4561139589556
588,394.82562255859375,463.4561139589556
589,403.57879638671875,463.4561139589556
590,410.40667724609375,463.4561139589556
591,406.238525390625,463.4561139589556
592,407.429443359375,463.4561139589556
593,409.1959533691406,463.4561139589556
594,411.59759521484375,463.4561139589556
595,410.5853271484375,463.4561139589556
596,413.40380859375,463.4561139589556
597,420.6317443847656,463.4561139589556
598,418.5538330078125,463.4561139589556
599,417.7783508300781,463.4561139589556
600,422.8786315917969,463.4561139589556
601,426.5572814941406,463.4561139589556
602,428.0286865234375,463.4561139589556
603,424.5290832519531,463.4561139589556
604,427.6707763671875,463.4561139589556
605,427.8298645019531,463.4561139589556
606,426.6865234375,463.4561139589556
607,412.2704162597656,463.4561139589556
608,412.7277526855469,463.4561139589556
609,411.1270751953125,463.4561139589556
610,413.6623229980469,463.4561139589556
611,421.5563659667969,463.4561139589556
612,422.0633850097656,463.4561139589556
613,421.3973083496094,463.4561139589556
614,425.3940124511719,463.4561139589556
615,430.1761779785156,463.4561139589556
616,438.5076904296875,463.4561139589556
617,439.0246887207031,463.4561139589556
618,440.00897216796875,463.4561139589556
619,445.775390625,463.4561139589556
620,443.75714111328125,463.4561139589556
621,443.120849609375,463.4561139589556
622,447.17724609375,463.4561139589556
623,445.0794372558594,463.4561139589556
624,448.3404541015625,463.4561139589556
625,449.54345703125,463.4561139589556
626,450.2294921875,463.4561139589556
627,444.3636169433594,463.4561139589556
628,454.0870056152344,463.4561139589556
629,456.62225341796875,463.4561139589556
630,458.1036376953125,463.4561139589556
631,464.8543395996094,463.4561139589556
632,463.5419921875,463.4561139589556
633,456.8807678222656,463.4561139589556
634,463.55194091796875,463.4561139589556
635,452.06878662109375,463.4561139589556
636,450.9254150390625,463.4561139589556
637,451.3330383300781,463.4561139589556
638,446.91876220703125,463.4561139589556
639,440.9534606933594,463.4561139589556
640,437.8216857910156,463.4561139589556
641,434.58056640625,463.4561139589556
642,440.3768310546875,463.4561139589556
643,442.2757568359375,463.4561139589556
644,426.4180603027344,463.4561139589556
645,415.9788513183594,463.4561139589556
646,422.8090515136719,463.4561139589556
647,424.2606201171875,463.4561139589556
648,420.4726867675781,463.4561139589556
649,415.9291076660156,463.4561139589556
650,414.6962585449219,463.4561139589556
651,406.12615966796875,463.4561139589556
652,392.8633728027344,463.4561139589556
653,397.29754638671875,463.4561139589556
654,396.1243896484375,463.4561139589556
655,400.3597412109375,463.4561139589556
656,403.6704406738281,463.4561139589556
657,404.4559020996094,463.4561139589556
658,411.6142272949219,463.4561139589556
659,414.4477233886719,463.4561139589556
660,419.34808349609375,463.4561139589556
661,416.7983093261719,463.4561139589556
662,419.8460693359375,463.4561139589556
663,423.10302734375,463.4561139589556
664,422.4456787109375,463.4561139589556
665,413.88995361328125,463.4561139589556
666,415.1250305175781,463.4561139589556
667,411.8382263183594,463.4561139589556
668,412.18682861328125,463.4561139589556
669,408.9597473144531,463.4561139589556
670,411.4696960449219,463.4561139589556
671,415.4736328125,463.4561139589556
672,407.80438232421875,463.4561139589556
673,407.26654052734375,463.4561139589556
674,406.75860595703125,463.4561139589556
675,400.0953369140625,463.4561139589556
676,404.0992431640625,463.4561139589556
677,412.5453796386719,463.4561139589556
678,421.3500671386719,463.4561139589556
679,425.29425048828125,463.4561139589556
680,428.869873046875,463.4561139589556
681,429.61688232421875,463.4561139589556
682,433.41168212890625,463.4561139589556
683,429.0890197753906,463.4561139589556
684,436.9375305175781,463.4561139589556
685,433.53118896484375,463.4561139589556
686,431.77825927734375,463.4561139589556
687,427.45556640625,463.4561139589556
688,430.3838195800781,463.4561139589556
689,429.5870056152344,463.4561139589556
690,426.3101501464844,463.4561139589556
691,428.5810241699219,463.4561139589556
692,419.0094299316406,463.4561139589556
693,415.46368408203125,463.4561139589556
694,414.87603759765625,463.4561139589556
695,414.39794921875,463.4561139589556
696,407.9040222167969,463.4561139589556
697,413.0533447265625,463.4561139589556
698,415.7923278808594,463.4561139589556
699,414.1788024902344,463.4561139589556
700,414.65692138671875,463.4561139589556
701,417.46563720703125,463.4561139589556
702,417.0672302246094,463.4561139589556
703,414.45770263671875,463.4561139589556
704,415.0553283691406,463.4561139589556
705,416.4895324707031,463.4561139589556
706,417.1070861816406,463.4561139589556
707,425.8022155761719,463.4561139589556
708,422.9038391113281,463.4561139589556
709,423.0332946777344,463.4561139589556
710,426.43963623046875,463.4561139589556
711,424.8858947753906,463.4561139589556
712,430.2244873046875,463.4561139589556
713,430.8021545410156,463.4561139589556
714,404.72674560546875,463.4561139589556
715,408.73065185546875,463.4561139589556
716,406.8282775878906,463.4561139589556
717,409.8163146972656,463.4561139589556
718,418.50146484375,463.4561139589556
719,423.73052978515625,463.4561139589556
720,420.85205078125,463.4561139589556
721,416.34014892578125,463.4561139589556
722,421.340087890625,463.4561139589556
723,423.50146484375,463.4561139589556
724,425.1846923828125,463.4561139589556
725,413.3421936035156,463.4561139589556
726,414.0991516113281,463.4561139589556
727,416.1210632324219,463.4561139589556
728,413.8302001953125,463.4561139589556
729,412.0437927246094,463.4561139589556
730,416.16552734375,463.4561139589556
731,417.95196533203125,463.4561139589556
732,427.133544921875,463.4561139589556
733,422.1435546875,463.4561139589556
734,422.61260986328125,463.4561139589556
735,430.1175842285156,463.4561139589556
736,430.3371276855469,463.4561139589556
737,436.544677734375,463.4561139589556
738,441.7342529296875,463.4561139589556
739,442.682373046875,463.4561139589556
740,445.12744140625,463.4561139589556
741,442.4428405761719,463.4561139589556
742,448.0915222167969,463.4561139589556
743,448.6603698730469,463.4561139589556
744,446.37493896484375,463.4561139589556
745,450.6863098144531,463.4561139589556
746,453.5505676269531,463.4561139589556
747,436.5147399902344,463.4561139589556
748,436.15545654296875,463.4561139589556
749,435.726318359375,463.4561139589556
750,434.3790283203125,463.4561139589556
751,438.4508361816406,463.4561139589556
752,437.2332763671875,463.4561139589556
753,429.66845703125,463.4561139589556
754,423.9798583984375,463.4561139589556
